Category,CommunityName,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Break & Enter - Commercial,BEL-AIRE,,,,,,,,,,,,1
Break & Enter - Commercial,BELMONT,,,,,,,,1,,,,1
Break & Enter - Commercial,BELTLINE,21,20,18,20,16,13,10,14,8,13,12,10
Break & Enter - Commercial,BELVEDERE,,1,3,1,1,4,,,1,,,2
Break & Enter - Commercial,BONAVISTA DOWNS,,,,,,,,,,,,
Break & Enter - Commercial,BOWNESS,1,5,5,4,2,4,5,4,4,3,1,4
Break & Enter - Commercial,BRAESIDE,1,,,,,,,2,1,1,1,1
Break & Enter - Commercial,BRENTWOOD,5,5,5,2,3,,2,4,4,1,2,
Break & Enter - Commercial,BRIDGELAND/RIVERSIDE,12,8,6,7,4,2,4,6,2,1,8,1
Break & Enter - Commercial,BRIDLEWOOD,1,1,,2,,1,,,1,2,1,1
Break & Enter - Commercial,BRITANNIA,,,1,,1,,1,,,,1,1
Break & Enter - Commercial,BURNS INDUSTRIAL,1,1,2,1,3,3,1,1,2,,2,1
Break & Enter - Commercial,CALGARY INTERNATIONAL AIRPORT,2,,,,2,1,1,,2,,3,
Break & Enter - Commercial,CAMBRIAN HEIGHTS,,,,,,,,,,,,
Break & Enter - Commercial,CANADA OLYMPIC PARK,,,,,,,,,,,,
Break & Enter - Commercial,CANYON MEADOWS,3,,,,,,,1,,,,2
Break & Enter - Commercial,CAPITOL HILL,4,,,,1,2,3,1,3,3,2,
Break & Enter - Commercial,CARRINGTON,2,,1,,,,1,,7,,,2
Break & Enter - Commercial,CASTLERIDGE,,2,2,,1,,,,1,,,
Break & Enter - Commercial,CEDARBRAE,,,1,,1,,,1,1,1,,
Break & Enter - Commercial,CHAPARRAL,1,,,,,,,1,,,1,
Break & Enter - Commercial,CHARLESWOOD,1,,,,,,,,,,1,
Break & Enter - Commercial,CHINATOWN,1,,4,4,1,2,1,,,2,6,1
Break & Enter - Commercial,CHINOOK PARK,,,,,,1,,,,,,
Break & Enter - Commercial,CHRISTIE PARK,1,,,,,,,,,,,
Break & Enter - Commercial,CITADEL,,,,,,,,,,,,
Break & Enter - Commercial,CITYSCAPE,,,,,,,,,,,1,1
Break & Enter - Commercial,CLIFF BUNGALOW,6,,2,2,1,2,,,1,1,3,
Break & Enter - Commercial,COACH HILL,,,,,,,,,,,,
Break & Enter - Commercial,COLLINGWOOD,1,,2,,,,,,1,3,,
Break & Enter - Commercial,COPPERFIELD,,,,2,1,1,,1,,1,,
Break & Enter - Commercial,CORAL SPRINGS,,1,,,,,,,,,,
Break & Enter - Commercial,CORNERSTONE,1,5,1,,1,,2,,,,2,2
Break & Enter - Commercial,COUGAR RIDGE,,,1,,,,,,,,,
Break & Enter - Commercial,COUNTRY HILLS,2,1,1,,,,,,1,,1,2
Break & Enter - Commercial,COUNTRY HILLS VILLAGE,,3,2,,1,,,,1,2,,
Break & Enter - Commercial,COVENTRY HILLS,1,1,1,,,,,,,1,,1
Break & Enter - Commercial,CRANSTON,2,,3,1,1,2,1,,1,,,1
Break & Enter - Commercial,CRESCENT HEIGHTS,4,1,6,6,2,5,6,5,5,6,5,3
Break & Enter - Commercial,CRESTMONT,,,,,,,,,,,,
Break & Enter - Commercial,CURRIE BARRACKS,,2,,1,,1,,,,,,
Break & Enter - Commercial,DALHOUSIE,2,,,3,1,3,2,,1,,2,
Break & Enter - Commercial,DEER RIDGE,,,1,,,1,,1,2,,,
Break & Enter - Commercial,DEER RUN,,1,,,,,,,,,,
Break & Enter - Commercial,DEERFOOT BUSINESS CENTRE,,,1,1,,,,,2,1,,
Break & Enter - Commercial,DIAMOND COVE,,,,,,,,,,,,
Break & Enter - Commercial,DISCOVERY RIDGE,,,,2,1,,,2,1,,,
Break & Enter - Commercial,DOUGLASDALE/GLEN,2,,1,1,1,2,1,,,,,
Break & Enter - Commercial,DOVER,2,1,2,1,,2,4,3,2,1,2,
Break & Enter - Commercial,DOWNTOWN COMMERCIAL CORE,23,14,19,8,12,12,6,14,14,8,13,7
Break & Enter - Commercial,DOWNTOWN EAST VILLAGE,7,6,5,3,3,4,2,3,3,1,2,2
Break & Enter - Commercial,DOWNTOWN WEST END,2,,,1,1,,1,,,1,2,
Break & Enter - Commercial,EAGLE RIDGE,,,,,,,,,,,,
Break & Enter - Commercial,EAST FAIRVIEW INDUSTRIAL,1,,4,1,,,1,,2,,,
Break & Enter - Commercial,EAST SHEPARD INDUSTRIAL,2,4,2,5,8,4,6,4,3,4,3,5
Break & Enter - Commercial,EASTFIELD,2,2,4,,,,1,1,1,2,,
Break & Enter - Commercial,EAU CLAIRE,2,2,4,,1,1,1,,,1,1,
Break & Enter - Commercial,EDGEMONT,1,,2,,1,,,,2,1,1,
Break & Enter - Commercial,ELBOW PARK,,,,,,,,1,,,2,
Break & Enter - Commercial,ELBOYA,,,,1,,,,,,,,
Break & Enter - Commercial,ERIN WOODS,1,2,4,1,,,1,1,2,1,2,2
Break & Enter - Commercial,ERLTON,,,1,,,,,,,,,
Break & Enter - Commercial,EVANSTON,4,1,1,,,,1,2,3,,,1
Break & Enter - Commercial,EVERGREEN,,,,,,,,1,1,,2,
Break & Enter - Commercial,FAIRVIEW,1,,2,,,,,1,2,,,
Break & Enter - Commercial,FAIRVIEW INDUSTRIAL,4,2,3,5,1,4,4,4,3,2,6,2
Break & Enter - Commercial,FALCONRIDGE,,3,2,,,,,2,1,1,2,3
Break & Enter - Commercial,FISH CREEK PARK,,,,1,1,1,,1,1,1,,
Break & Enter - Commercial,FOOTHILLS,,4,7,4,4,3,8,8,2,9,8,6
Break & Enter - Commercial,FOREST HEIGHTS,,,,2,,1,,2,1,1,1,
Break & Enter - Commercial,FOREST LAWN,2,1,1,1,2,2,3,1,2,1,1,4
Break & Enter - Commercial,FOREST LAWN INDUSTRIAL,1,2,4,1,5,6,1,,,3,6,2
Break & Enter - Commercial,FRANKLIN,2,7,2,2,2,1,2,1,4,2,2,
Break & Enter - Commercial,GARRISON GREEN,,,,,,,,1,,,1,
Break & Enter - Commercial,GARRISON WOODS,,,,,,,,,,1,,
Break & Enter - Commercial,GLACIER RIDGE,,,,,,,,,,,,
Break & Enter - Commercial,GLAMORGAN,,,2,1,,1,,1,,,,
Break & Enter - Commercial,GLENBROOK,2,1,1,,2,1,,,1,3,2,1
Break & Enter - Commercial,GLENDALE,,,,,1,,,,,,,1
Break & Enter - Commercial,GLENDEER BUSINESS PARK,,,,,3,,,,,1,1,
Break & Enter - Commercial,GLENMORE PARK,,,,,,1,,1,,,1,
Break & Enter - Commercial,GOLDEN TRIANGLE,1,1,,,1,,,,1,,,
Break & Enter - Commercial,GREAT PLAINS,,,2,1,1,,,,3,,1,1
Break & Enter - Commercial,GREENVIEW,1,,1,,1,,,1,1,,,
Break & Enter - Commercial,GREENVIEW INDUSTRIAL PARK,7,1,3,4,3,2,6,5,9,9,3,3
Break & Enter - Commercial,GREENWOOD/GREENBRIAR,1,1,,,,,,,,,,1
Break & Enter - Commercial,HAMPTONS,1,,,1,1,,,1,,,,2
Break & Enter - Commercial,HARVEST HILLS,,1,,,,,1,,,,,
Break & Enter - Commercial,HASKAYNE,1,,,,,,,,4,,1,1
Break & Enter - Commercial,HAWKWOOD,4,,,,,1,,,,,,
Break & Enter - Commercial,HAYSBORO,1,4,7,6,3,3,1,7,2,,,2
Break & Enter - Commercial,HIDDEN VALLEY,,,,,,,,,,1,,1
Break & Enter - Commercial,HIGHFIELD,2,2,8,4,5,2,11,8,8,4,7,3
Break & Enter - Commercial,HIGHLAND PARK,1,,,1,,1,,2,,2,3,2
Break & Enter - Commercial,HIGHWOOD,,,1,,,1,,,,,,1
Break & Enter - Commercial,HILLHURST,6,2,4,2,8,7,6,8,6,4,3,3
Break & Enter - Commercial,HOMESTEAD,,,,,,1,,1,,1,,1
Break & Enter - Commercial,HORIZON,2,3,6,5,,2,4,3,6,3,,1
Break & Enter - Commercial,HOTCHKISS,,,,,1,1,,,,,1,
Break & Enter - Commercial,HOUNSFIELD HEIGHTS/BRIAR HILL,4,,,1,,1,,,,,,
Break & Enter - Commercial,HUNTINGTON HILLS,1,,1,1,,1,,,1,,,1
Break & Enter - Commercial,INGLEWOOD,4,1,,7,4,2,4,1,2,2,1,1
Break & Enter - Commercial,KELVIN GROVE,1,1,1,,,2,,,1,,1,
Break & Enter - Commercial,KEYSTONE HILLS,,,,,,,,,,,,
Break & Enter - Commercial,KILLARNEY/GLENGARRY,4,,3,2,2,1,1,,,,,1
Break & Enter - Commercial,KINCORA,1,,1,,1,2,,,,,,
Break & Enter - Commercial,KINGSLAND,4,,,1,1,3,,2,1,1,1,
Break & Enter - Commercial,LAKE BONAVISTA,1,,6,1,3,2,1,3,1,3,1,1
Break & Enter - Commercial,LAKEVIEW,,2,2,,1,,1,1,,1,1,
Break & Enter - Commercial,LEGACY,3,,1,1,,3,2,1,1,5,2,2
Break & Enter - Commercial,LINCOLN PARK,2,1,,,,1,,1,1,,,
Break & Enter - Commercial,LIVINGSTON,,4,1,6,2,8,1,,,4,3,
Break & Enter - Commercial,LOWER MOUNT ROYAL,2,,2,,1,1,1,1,,,2,
Break & Enter - Commercial,MACEWAN GLEN,,,,,,,,,,1,,2
Break & Enter - Commercial,MAHOGANY,1,2,1,,1,,,,4,1,2,2
Break & Enter - Commercial,MANCHESTER,1,,2,2,1,2,2,6,2,6,1,
Break & Enter - Commercial,MANCHESTER INDUSTRIAL,9,4,11,9,7,9,7,10,7,9,10,4
Break & Enter - Commercial,MAPLE RIDGE,,,,1,,1,,1,,1,,
Break & Enter - Commercial,MARLBOROUGH,4,1,1,,2,,2,,2,4,3,1
Break & Enter - Commercial,MARLBOROUGH PARK,,,1,2,,,1,1,2,1,1,
Break & Enter - Commercial,MARTINDALE,1,1,1,,,,,,,1,,
Break & Enter - Commercial,MAYFAIR,,1,,,,,,,,,1,
Break & Enter - Commercial,MAYLAND,4,2,3,1,2,,1,3,2,2,,1
Break & Enter - Commercial,MAYLAND HEIGHTS,2,,,,,,,1,,,,1
Break & Enter - Commercial,MCCALL,,2,1,3,1,,1,,1,2,,
Break & Enter - Commercial,MCKENZIE LAKE,,1,,,1,,,,,1,,
Break & Enter - Commercial,MCKENZIE TOWNE,2,3,4,2,,1,,,4,5,2,3
Break & Enter - Commercial,MEADOWLARK PARK,1,2,1,4,4,3,1,1,3,1,2,4
Break & Enter - Commercial,MEDICINE HILL,1,,,,,,,1,,,,
Break & Enter - Commercial,MERIDIAN,7,2,4,4,1,1,6,3,1,1,3,1
Break & Enter - Commercial,MIDNAPORE,1,2,,,,,3,,,4,1,1
Break & Enter - Commercial,MILLRISE,,,3,,,,,1,1,1,,
Break & Enter - Commercial,MISSION,6,1,2,2,5,1,,,,3,4,1
Break & Enter - Commercial,MONTEREY PARK,,,,1,,1,2,2,1,1,,2
Break & Enter - Commercial,MONTGOMERY,2,5,2,2,1,,1,1,2,5,,2
Break & Enter - Commercial,MOUNT PLEASANT,3,1,,,2,,1,2,5,,2,1
Break & Enter - Commercial,NEW BRIGHTON,,,,,,,,,,,,
Break & Enter - Commercial,NOLAN HILL,,,1,,1,,3,1,1,1,1,
Break & Enter - Commercial,NORTH AIRWAYS,2,1,4,,,1,2,,2,,1,
Break & Enter - Commercial,NORTH GLENMORE PARK,1,,,,,1,,,,,2,1
Break & Enter - Commercial,NORTH HAVEN,1,,,,,,,,,,,
Break & Enter - Commercial,NORTH HAVEN UPPER,,,,,,,,,,,,
Break & Enter - Commercial,NOSE HILL PARK,,,,,,,,,,,,
Break & Enter - Commercial,OAKRIDGE,,,3,,,,2,,,2,1,3
Break & Enter - Commercial,OGDEN,1,2,,1,4,1,2,,1,2,2,
Break & Enter - Commercial,OGDEN SHOPS,,,,,,,1,,,,,1
Break & Enter - Commercial,PALLISER,,,,,,,1,,,,,
Break & Enter - Commercial,PANORAMA HILLS,,1,1,,,,,3,,,,1
Break & Enter - Commercial,PARKDALE,1,,1,,1,1,,1,,,2,
Break & Enter - Commercial,PARKHILL,1,1,4,,1,,,,,1,,
Break & Enter - Commercial,PARKLAND,,,,,,,,,,,,
Break & Enter - Commercial,PATTERSON,,,1,,1,,2,,,,,2
Break & Enter - Commercial,PEGASUS,1,,4,,,,,2,1,1,,1
Break & Enter - Commercial,PENBROOKE MEADOWS,,,,2,1,3,,1,,,1,
Break & Enter - Commercial,PINE CREEK,,,,,,,,,1,,,
Break & Enter - Commercial,PINERIDGE,2,,2,1,2,,,,,1,2,
Break & Enter - Commercial,POINT MCKAY,,,,,,1,,,,,,
Break & Enter - Commercial,PUMP HILL,,,,,,,,,,,,
Break & Enter - Commercial,QUEENS PARK VILLAGE,,,,,,,,,,,,
Break & Enter - Commercial,QUEENSLAND,,,,,,,,,,,,
Break & Enter - Commercial,RAMSAY,,,,3,1,,1,3,1,,,
Break & Enter - Commercial,RANCHLANDS,2,,1,2,2,,,,,1,2,1
Break & Enter - Commercial,RANGEVIEW,,,,,,3,,,,,17,
Break & Enter - Commercial,RED CARPET,2,,,2,1,1,,,1,,,
Break & Enter - Commercial,REDSTONE,,,,,,,,1,,,3,1
Break & Enter - Commercial,RENFREW,3,2,1,,2,3,2,2,1,2,5,
Break & Enter - Commercial,RICHMOND,1,,4,1,2,2,1,2,1,1,1,1
Break & Enter - Commercial,RIDEAU PARK,,,,,,,,,,,,
Break & Enter - Commercial,RIVERBEND,1,,1,,1,2,1,,1,1,2,1
Break & Enter - Commercial,ROCKY RIDGE,,,1,,,2,,,,,,
Break & Enter - Commercial,ROSEDALE,,,,,,,,1,,,,
Break & Enter - Commercial,ROSEMONT,1,,,,1,,,,1,,,
Break & Enter - Commercial,ROSSCARROCK,,2,1,2,,,1,2,,,1,1
Break & Enter - Commercial,ROXBORO,,,,,,,,,,,,
Break & Enter - Commercial,ROYAL OAK,3,,,,,,,,,,,
Break & Enter - Commercial,ROYAL VISTA,1,,2,1,,,,2,,1,1,1
Break & Enter - Commercial,RUNDLE,2,1,3,4,2,,,2,1,1,,1
Break & Enter - Commercial,RUTLAND PARK,1,2,,,,,,1,,,,
Break & Enter - Commercial,SADDLE RIDGE,,3,3,,1,,,1,,2,4,1
Break & Enter - Commercial,SADDLE RIDGE INDUSTRIAL,,1,,,1,,1,,,4,2,1
Break & Enter - Commercial,SAGE HILL,4,2,3,,,2,1,1,3,4,,4
Break & Enter - Commercial,SANDSTONE VALLEY,,,1,,,,,,,,,
Break & Enter - Commercial,SCARBORO,1,1,,,,,,,,,,
Break & Enter - Commercial,SCENIC ACRES,,,1,,,,,,,,,
Break & Enter - Commercial,SECTION 23,1,,,1,,,1,,1,,,4
Break & Enter - Commercial,SETON,1,2,,1,1,1,1,,5,8,,
Break & Enter - Commercial,SHAGANAPPI,1,2,3,2,1,2,2,,1,1,1,1
Break & Enter - Commercial,SHAWNEE SLOPES,,2,1,,,1,,,,,,
Break & Enter - Commercial,SHAWNESSY,2,2,6,4,1,4,1,,,2,1,
Break & Enter - Commercial,SHEPARD INDUSTRIAL,2,,1,1,2,2,4,4,,1,,3
Break & Enter - Commercial,SHERWOOD,1,,2,1,1,,,,,1,1,1
Break & Enter - Commercial,SIGNAL HILL,1,,4,3,1,2,5,1,1,2,2,2
Break & Enter - Commercial,SILVER SPRINGS,,,,,1,,1,,,1,,1
Break & Enter - Commercial,SILVERADO,,1,,1,,,,,,1,,
Break & Enter - Commercial,SKYLINE EAST,,,,,,1,,1,,1,,1
Break & Enter - Commercial,SKYLINE WEST,1,,,2,1,,,,,2,2,1
Break & Enter - Commercial,SKYVIEW RANCH,,1,2,,,2,1,,1,1,,
Break & Enter - Commercial,SOMERSET,2,2,2,1,,,,2,,,,
Break & Enter - Commercial,SOUTH AIRWAYS,5,3,3,8,5,1,3,1,5,9,7,3
Break & Enter - Commercial,SOUTH CALGARY,2,1,1,1,2,3,2,3,,2,3,
Break & Enter - Commercial,SOUTH FOOTHILLS,,1,,4,2,,2,5,2,1,,
Break & Enter - Commercial,SOUTHVIEW,,,1,,5,,,2,3,,,1
Break & Enter - Commercial,SOUTHWOOD,1,1,1,,,2,2,2,,1,1,2
Break & Enter - Commercial,SPRINGBANK HILL,,,,1,,1,,,,,1,
Break & Enter - Commercial,SPRUCE CLIFF,1,,,,,,,,,3,,1
Break & Enter - Commercial,ST. ANDREWS HEIGHTS,,,1,,,1,,1,,,1,
Break & Enter - Commercial,STARFIELD,2,,1,1,,1,,2,1,,1,2
Break & Enter - Commercial,STONEGATE LANDING,1,,,,,,2,1,,,,
Break & Enter - Commercial,STONEY 1,1,,1,1,,,1,2,,,1,1
Break & Enter - Commercial,STONEY 2,1,1,,,,,,1,3,,1,
Break & Enter - Commercial,STONEY 3,3,6,6,1,,,,1,2,,4,2
Break & Enter - Commercial,STONEY 4,,1,1,,,2,2,,,,,
Break & Enter - Commercial,STRATHCONA PARK,1,,,,,,,1,,,1,
Break & Enter - Commercial,SUNALTA,3,1,1,1,4,3,3,3,1,3,3,1
Break & Enter - Commercial,SUNDANCE,1,,,,,,,,1,1,,1
Break & Enter - Commercial,SUNNYSIDE,1,6,,2,4,2,6,4,,,5,1
Break & Enter - Commercial,SUNRIDGE,5,3,2,10,9,4,3,3,,11,4,2
Break & Enter - Commercial,SYMONS VALLEY RANCH,,,,,,,,,,,1,1
Break & Enter - Commercial,TARADALE,,,,,,,1,,,1,1,
Break & Enter - Commercial,TEMPLE,3,,1,,,,,,,,,
Break & Enter - Commercial,THORNCLIFFE,2,,,2,,1,2,1,3,,2,3
Break & Enter - Commercial,TUSCANY,,,,1,,2,,,,,3,1
Break & Enter - Commercial,TUXEDO PARK,2,2,1,2,3,4,2,1,2,,2,3
Break & Enter - Commercial,TWINHILLS,,,,,,,,,,,,
Break & Enter - Commercial,UNIVERSITY DISTRICT,1,,1,,1,,,,,,,1
Break & Enter - Commercial,UNIVERSITY HEIGHTS,,1,,,1,1,,,1,4,,1
Break & Enter - Commercial,UNIVERSITY OF CALGARY,1,,,,,,,1,,,,
Break & Enter - Commercial,UPPER MOUNT ROYAL,1,,,1,1,,,1,,,,2
Break & Enter - Commercial,VALLEY RIDGE,,1,,,,1,,,,,,1
Break & Enter - Commercial,VALLEYFIELD,,3,1,,1,3,3,,,,2,
Break & Enter - Commercial,VARSITY,4,3,3,4,1,1,1,3,,3,,
Break & Enter - Commercial,VISTA HEIGHTS,,1,,1,2,,,,,,1,1
Break & Enter - Commercial,WALDEN,1,,,,,3,4,2,,,2,
Break & Enter - Commercial,WEST HILLHURST,1,2,1,,3,1,4,4,,2,1,1
Break & Enter - Commercial,WEST SPRINGS,2,1,2,,2,2,,1,,1,,2
Break & Enter - Commercial,WESTGATE,,,2,,2,,,1,1,,,
Break & Enter - Commercial,WESTWINDS,3,5,6,2,2,2,5,5,3,2,5,1
Break & Enter - Commercial,WHITEHORN,,1,1,,,1,,,,,,
Break & Enter - Commercial,WILDWOOD,1,,,,,1,1,,,,,
Break & Enter - Commercial,WILLOW PARK,,,3,1,2,10,3,1,1,1,1,1
Break & Enter - Commercial,WINDSOR PARK,3,1,1,2,2,1,1,1,,,2,3
Break & Enter - Commercial,WINSTON HEIGHTS/MOUNTVIEW,,,4,3,,,2,1,,,,1
Break & Enter - Commercial,WOLF WILLOW,,,,,,,,1,,,1,
Break & Enter - Commercial,WOODBINE,,,,,,,,,,,,
Break & Enter - Commercial,WOODLANDS,,,,,,,,,,,,
Break & Enter - Commercial,YORKVILLE,,,,,,,,,,,1,
Break & Enter - Commercial,01B,,,,,,,,1,,,,
Break & Enter - Commercial,01F,,,1,,,,,,,,,
Break & Enter - Commercial,01I,,,,,,,,,,,,
Break & Enter - Commercial,01K,1,,,,,,,,,,,
Break & Enter - Commercial,02B,,,,1,,,,,,,,
Break & Enter - Commercial,02C,1,,1,,,,1,1,,,1,1
Break & Enter - Commercial,02E,,,,,,,,1,,,,
Break & Enter - Commercial,02F,1,,,,,,,,,1,1,
Break & Enter - Commercial,02K,,,,,,,,,,,,
Break & Enter - Commercial,02L,,,,,,,,,,,,
Break & Enter - Commercial,03W,,1,,,,1,1,,,,,
Break & Enter - Commercial,05D,,,,,,,1,1,,1,,
Break & Enter - Commercial,05F,,,,,,,,,,,,
Break & Enter - Commercial,05G,,,,,,,,,,,,
Break & Enter - Commercial,06A,1,,,,1,,,,,,,
Break & Enter - Commercial,06B,,,,,,,,,,,,
Break & Enter - Commercial,06C,,,,,,,,,,,,
Break & Enter - Commercial,09D,,,,,,,,,,,,
Break & Enter - Commercial,09H,,,,,,,,,,,,
Break & Enter - Commercial,09K,,,,,,,,1,2,,,3
Break & Enter - Commercial,09O,,,,,,,1,,,,,1
Break & Enter - Commercial,09P,,,,1,,,,,,,,
Break & Enter - Commercial,09Q,,,,1,,,,,,,,
Break & Enter - Commercial,10D,,,,,,,,,,,,
Break & Enter - Commercial,10E,,1,,1,,1,,,,,,1
Break & Enter - Commercial,12A,,,3,,1,2,5,4,,3,,1
Break & Enter - Commercial,12B,,,,,,,,,,,,
Break & Enter - Commercial,12C,,,,,,,,,,,,
Break & Enter - Commercial,12I,,,,,,,,,,,,
Break & Enter - Commercial,12J,,,1,1,1,1,,,,,,
Break & Enter - Commercial,12K,,,,,,,,,,,,
Break & Enter - Commercial,12L,,,,,,,,,,,,
Break & Enter - Commercial,13A,,,,,,,,,,,,
Break & Enter - Commercial,13C,,,,,,,,,,,,
Break & Enter - Commercial,13E,,,,,,,,,,,,
Break & Enter - Commercial,13F,,,,,,,,,,,,
Break & Enter - Commercial,13G,,,,,,,,,,,,
Break & Enter - Commercial,13H,,,,,,,,,,,,
Break & Enter - Commercial,13M,,,,,,,,,,,,
Break & Enter - Commercial,SCARBORO/ SUNALTA WEST,,,,1,,,,,,,,
Break & Enter - Commercial,01H CRESTMONT,,,,,,,,,,,,
Break & Enter - Commercial,01H,,,,,,,,,,,,
Break & Enter - Commercial,LEWISBURG,,,,,,,,,,,,
Break & Enter - Commercial,13J,,,,,,,,,,,,
Break & Enter - Commercial,CORNERSTONE ,,1,,,1,,,,2,,,
,,,,,,,,,,,,,
Break & Enter - Other Premises,ABBEYDALE,1,,,,,1,,1,,,,
Break & Enter - Other Premises,ACADIA,,1,1,,1,3,4,2,1,1,,5
Break & Enter - Other Premises,ALBERT PARK/RADISSON HEIGHTS,2,,,,2,2,1,4,,,1,5
Break & Enter - Other Premises,ALPINE PARK,,,,,,,,,,,,
Break & Enter - Other Premises,ALTADORE,,1,1,,1,2,1,1,1,1,1,
Break & Enter - Other Premises,ALYTH/BONNYBROOK,,,,,,,,,,,,
Break & Enter - Other Premises,AMBLETON,,,,,,,,,,,,
Break & Enter - Other Premises,APPLEWOOD PARK,,,,,2,,,,,,,1
Break & Enter - Other Premises,ARBOUR LAKE,1,1,,1,,1,,,,1,,1
Break & Enter - Other Premises,ASPEN WOODS,,,,,,,,,,,,
Break & Enter - Other Premises,AUBURN BAY,,,,,2,,,,1,1,2,
Break & Enter - Other Premises,AURORA BUSINESS PARK,,,,,,,,,,,,
Break & Enter - Other Premises,BANFF TRAIL,2,1,,3,2,,1,4,,1,2,
Break & Enter - Other Premises,BANKVIEW,,,,,3,,,,1,,1,1
Break & Enter - Other Premises,BAYVIEW,,,,,,,,,,,,
Break & Enter - Other Premises,BEDDINGTON HEIGHTS,1,,,,,,2,,,2,,
Break & Enter - Other Premises,BEL-AIRE,,,,,,,1,,,,,
Break & Enter - Other Premises,BELMONT,,,,,,,,,,,,
Break & Enter - Other Premises,BELTLINE,,,1,2,,3,1,,2,,,2
Break & Enter - Other Premises,BELVEDERE,,,,,,,,,,1,,
Break & Enter - Other Premises,BONAVISTA DOWNS,,,,,,,,,,,,
Break & Enter - Other Premises,BOWNESS,1,5,2,5,4,8,5,2,,1,2,1
Break & Enter - Other Premises,BRAESIDE,,,1,,1,,,,1,,3,1
Break & Enter - Other Premises,BRENTWOOD,1,2,1,2,,1,1,,3,,,2
Break & Enter - Other Premises,BRIDGELAND/RIVERSIDE,4,1,3,2,5,4,4,1,4,2,3,
Break & Enter - Other Premises,BRIDLEWOOD,,,1,,,,,,,,,
Break & Enter - Other Premises,BRITANNIA,,,,,,,,,,,,
Break & Enter - Other Premises,BURNS INDUSTRIAL,,,,,,,,,,,,
Break & Enter - Other Premises,CALGARY INTERNATIONAL AIRPORT,,,,,,,,,,,,
Break & Enter - Other Premises,CAMBRIAN HEIGHTS,,,,,,,,1,,,,
Break & Enter - Other Premises,CANADA OLYMPIC PARK,,,,,,,,,,,,
Break & Enter - Other Premises,CANYON MEADOWS,1,1,,,1,1,1,,,,2,
Break & Enter - Other Premises,CAPITOL HILL,1,1,3,2,4,1,2,6,3,,,2
Break & Enter - Other Premises,CARRINGTON,1,,,,,,,,,,,
Break & Enter - Other Premises,CASTLERIDGE,1,1,1,3,,1,,,,1,2,
Break & Enter - Other Premises,CEDARBRAE,1,,1,,,1,,,1,1,,
Break & Enter - Other Premises,CHAPARRAL,,,,,,,,,,,,
Break & Enter - Other Premises,CHARLESWOOD,3,1,,,1,1,,1,,,,1
Break & Enter - Other Premises,CHINATOWN,,,,,,,,,,,,
Break & Enter - Other Premises,CHINOOK PARK,,,,,1,,1,,,1,,2
Break & Enter - Other Premises,CHRISTIE PARK,,,,,,,,,,,,
Break & Enter - Other Premises,CITADEL,,,,,,,,,,,,
Break & Enter - Other Premises,CITYSCAPE,1,,,,,,,,,,1,
Break & Enter - Other Premises,CLIFF BUNGALOW,,,,,,1,,1,,,1,
Break & Enter - Other Premises,COACH HILL,,,,,,,,,,,,
Break & Enter - Other Premises,COLLINGWOOD,,,1,,,,1,1,,,,
Break & Enter - Other Premises,COPPERFIELD,,,,,,,,,,1,,
Break & Enter - Other Premises,CORAL SPRINGS,,,,,,1,,,,,,
Break & Enter - Other Premises,CORNERSTONE,,,,,1,1,,,,1,,
Break & Enter - Other Premises,COUGAR RIDGE,,,,,,,,,,,,
Break & Enter - Other Premises,COUNTRY HILLS,,1,,,,,,,,,,
Break & Enter - Other Premises,COUNTRY HILLS VILLAGE,,,,,,,,,,,,
Break & Enter - Other Premises,COVENTRY HILLS,,1,,2,,1,2,,,1,1,
Break & Enter - Other Premises,CRANSTON,,,,,,,,,,1,,
Break & Enter - Other Premises,CRESCENT HEIGHTS,2,2,1,1,3,3,6,3,1,2,2,4
Break & Enter - Other Premises,CRESTMONT,,,,,,,,,,,,
Break & Enter - Other Premises,CURRIE BARRACKS,,,,,,,,,,,,
Break & Enter - Other Premises,DALHOUSIE,,,,2,1,,2,,1,,1,
Break & Enter - Other Premises,DEER RIDGE,,,,,,,,,,,,
Break & Enter - Other Premises,DEER RUN,1,,,1,,,,,1,,,
Break & Enter - Other Premises,DEERFOOT BUSINESS CENTRE,,,,,,,,,,,,
Break & Enter - Other Premises,DIAMOND COVE,,,,,,,,,,,,
Break & Enter - Other Premises,DISCOVERY RIDGE,,,,,,,,,,,,
Break & Enter - Other Premises,DOUGLASDALE/GLEN,,,,2,1,1,,1,1,,,
Break & Enter - Other Premises,DOVER,,2,2,,,1,1,5,5,16,2,2
Break & Enter - Other Premises,DOWNTOWN COMMERCIAL CORE,,,,1,,,,,1,,,
Break & Enter - Other Premises,DOWNTOWN EAST VILLAGE,,,,,,,,,,,,1
Break & Enter - Other Premises,DOWNTOWN WEST END,,,,,,,,,,,,
Break & Enter - Other Premises,EAGLE RIDGE,,,,,,,,,,,,
Break & Enter - Other Premises,EAST FAIRVIEW INDUSTRIAL,,,,,,,,,,,,
Break & Enter - Other Premises,EAST SHEPARD INDUSTRIAL,,1,,,,,,,,,1,
Break & Enter - Other Premises,EASTFIELD,,,,1,,,,,,,,
Break & Enter - Other Premises,EAU CLAIRE,,,,,,,,1,,,,
Break & Enter - Other Premises,EDGEMONT,,,1,,,,,,,,1,
